Seagate 4TB Video ST4000VM000 (SATA3/5900/64M),Seagate,HDD (CCTV용),8.9cm (3.5형),4,SATA3(6Gb/s),5900,64,26.1,NA,NA,저전력,160000
Seagate 3TB Video ST3000VM002 (SATA3/5900/64M),Seagate,HDD (CCTV용),8.9cm (3.5형),3,SATA3(6Gb/s),5900,64,26.1,NA,NA,저전력,130000
Toshiba 3TB MC04ACA300 (SATA3/7200RPM/128M),Toshiba,HDD (NAS용),8.9cm (3.5형),3,SATA3(6Gb/s),7200,128,26.1,NA,3,RV센서 / 저전력 / RAID지원 / NASServerCloud 시스템에 최적화/ 24BAY지원,137500
Seagate 2TB Mobile HDD ST2000LM007 (SATA3/5400/128M/노트북용),Seagate,HDD (노트북용),2TB,NA,SATA3(6Gb/s),5400,128,7,NA,NA,NA,122390
HGST 10TB Ultrastar He10 HUH721010ALE600 (SATA3/7200/256M),HGST,HDD (기업용),8.9cm (3.5형),10,SATA3(6Gb/s),7200,256,26,NA,5,헬륨충전 / ISE / SED / MTBF : 2500000시간 / 무게: 660g,507000
Seagate 3TB IronWolf ST3000VN007 (SATA3/5900/64M),Seagate,HDD (NAS용),8.9cm (3.5형),3,SATA3(6Gb/s),5900,64,26.1,23/25,3,무게: 최대 610g,129900
Seagate 2TB FireCuda SSHD ST2000DX002 (SATA3/7200/64M),Seagate,SSHD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,26.1,24/26,5,낸드: MLC(8GB),197990
Seagate 500GB Video ST3500312CS (SATA3/5900/64M),Seagate,HDD (CCTV용),8.9cm (3.5형),0.5,SATA3(6Gb/s),5900,64,20,NA,NA,저전력,62000
HGST 4TB Deskstar NAS HDN726040ALE614 패키지 (SATA3/7200/128M/4PACK),HGST,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,NA,3,RV센서 / DSA / S.M.A.R.T 지원 / ISE / SED / 100만 MTBF / TFC / RAID 지원,659200
Seagate 12TB BarraCuda Pro ST12000DM0007 (SATA3/7200/256M),Seagate,HDD (PC용),8.9cm (3.5형),12,SATA3(6Gb/s),7200,256,26.11,28/32,5,헬륨충전 / 다층캐싱기술 / 무게: 최대 705g,644000
Seagate 3TB SkyHawk HDD ST3000VX010 (SATA3/5900/64M),Seagate,HDD (CCTV용),8.9cm (3.5형),3,SATA3(6Gb/s),5900,64,26.1,23/25,3,무게: 최대 610g,106830
Seagate 2TB SkyHawk HDD ST2000VX008 (SATA3/5900/64M),Seagate,HDD (CCTV용),8.9cm (3.5형),2,SATA3(6Gb/s),5900,64,26.1,19/21,3,무게: 최대 610g,79220
Western Digital WD 4TB PURPLE WD40PURX (SATA3/5400/64M),Western,HDD (CCTV용),8.9cm (3.5형),4,SATA3(6Gb/s),5400,64,26,NA,3,저전력 / 무게: 680g,129000
Western Digital WD 500GB MOBILE BLACK WD5000LPLX (SATA3/7200/32M/노트북용),Western,HDD (노트북용),6.4cm (2.5형),0.5,SATA3(6Gb/s),7200,32,7,NA,5,듀얼 프로세서 / 동적캐시 / No Touch 램프 로드 / 무게 : 92g,59000
HGST 4TB HUS724030ALS640 (SAS/7200/64M/해외구매),HGST,HDD (기업용),8.9cm (3.5형),4,NA,7200,64,NA,NA,NA,SA-SCSI,127580
Western Digital WD 1TB MOBILE BLUE WD10JPVX (SATA3/5400/8M/노트북용),Western,HDD (노트북용),6.4cm (2.5형),1,SATA3(6Gb/s),5400,8,9.5,24/25,NA,120g,77350
Seagate 12TB IronWolf Pro ST12000NE0007 (SATA3/7200/256M),Seagate,HDD (NAS용),8.9cm (3.5형),12,SATA3(6Gb/s),7200,256,26.11,28/32,5,헬륨충전 / RV센서 / IHM솔루션 / AgileArray 지원 / 4K 최적화 / 최대 16베이 / 무게: 최대 705g,649000
Seagate 500GB BarraCuda ST500DM002 (SATA3/7200/16M/비품),Seagate,HDD (PC용),8.9cm (3.5형),0.5,SATA3(6Gb/s),7200,16,NA,NA,2,NA,62870
Toshiba 6TB MC04ACA600 (SATA3/7200RPM/128M),Toshiba,HDD (NAS용),8.9cm (3.5형),6,SATA3(6Gb/s),7200,128,26.1,NA,3,RV센서 / 저전력 / RAID지원 / NASServerCloud 시스템에 최적화/ 24BAY지원,229000
Seagate 1TB Desktop SSHD ST1000DX001 (SATA3/8G/64M),Seagate,SSHD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),NA,64,20,NA,NA,SSD 8GB(MLC) 포함 / 400g,110110
Toshiba 8TB MG05ACA800 Enterprise (SATA3/7200/128M),Toshiba,HDD (기업용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,128,26.1,NA,5,RV센서 / RAID 지원 / 최대 60 BAY 지원 / PLP 지원 / MTTF 2000000 시간,402900
HGST 6TB Ultrastar He8 HUH728060ALE600(SATA3/7200/128M),HGST,HDD (PC용),8.9cm (3.5형),6,SATA3(6Gb/s),7200,128,26.1,NA,5,RV센서 / 저전력 / MTBF: 2500000시간,353000
Seagate 1TB SkyHawk HDD ST1000VX005 (SATA3/5900/64M),Seagate,HDD (CCTV용),8.9cm (3.5형),1,SATA3(6Gb/s),5900,64,20.2,19/21,3,무게: 최대 415g,59750
Seagate 500GB BarraCuda ST500DM002 (SATA3/7200/16M),Seagate,HDD (PC용),8.9cm (3.5형),0.5,SATA3(6Gb/s),7200,16,20,NA,2,NA,44500
Western Digital WD 2TB Red Pro WD2002FFSX (SATA3/7200/64M),Western,HDD (NAS용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,26,29/31,5,무게: 720g / 8~16베이 NAS솔루션용 스토리지,162000
Seagate 500GB FireCuda SSHD ST500LX025 (SATA3/5400/128M/노트북용),Seagate,SSHD (노트북용),6.4cm (2.5형),0.5,SATA3(6Gb/s),5400,128,7,20/22,5,낸드: MLC(8GB),65600
Western Digital WD 6TB WD6001FZWX (SATA3/7200/128M),Western,HDD (PC용),6TB,NA,SATA3(6Gb/s),7200,128,26.1,NA,5,NA,347930
Seagate 6TB IronWolf ST6000VN0041 (SATA3/7200/128M),Seagate,HDD (NAS용),6TB,NA,SATA3(6Gb/s),7200,128,26,NA,3,무게: 최대 780g,244200
HGST 500GB Travelstar Z5K500 HTS545050A7E380 (SATA2/5400/8M/노트북용),HGST,HDD (노트북용),6.4cm (2.5형),0.5,SATA2(3Gb/s),5400,NA,7,NA,NA,8MB,36220
Seagate 8TB BarraCuda Pro ST8000DM005 (SATA3/7200/256M),Seagate,HDD (PC용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,256,26,NA,5,무게: 최대 780g,434910
Seagate 8TB Archive HDD ST8000AS0002 (SATA3/5900/128M),Seagate,HDD (기업용),8.9cm (3.5형),8,SATA3(6Gb/s),5900,128,26.1,NA,NA,NA,320000
Seagate 8TB IronWolf Pro ST8000NE0021 (SATA3/7200/256M),Seagate,HDD (NAS용),8TB,NA,SATA3(6Gb/s),7200,256,26,NA,5,무게: 최대 780g,430000
HGST 2TB HUA722020ALA330 (SATA2/7200/해외구매),HGST,HDD (PC용),8.9cm (3.5형),2,SATA2(3Gb/s),7200,NA,NA,NA,NA,NA,50880
HGST 6TB Ultrastar 7K6000 HUS726060ALE610 (SATA3/7200/128M),HGST,HDD (기업용),8.9cm (3.5형),6,SATA3(6Gb/s),7200,128,26.1,NA,5,RV센서 / ISE / SED / MTBF 200만시간 / 서버 및 스토리지 지원 / DAS 지원 / RAID 지원,314300
Western Digital WD 6TB PURPLE WD60PURX (SATA3/5400/64M),Western,HDD (CCTV용),8.9cm (3.5형),6,SATA3(6Gb/s),5400,64,26,NA,3,저전력 / 무게: 750g,229000
Seagate 3TB BarraCuda ST3000DM008 (SATA3/7200/64M),Seagate,HDD (PC용),8.9cm (3.5형),3,SATA3(6Gb/s),7200,64,26.1,24/26,2,무게: 최대 626g,590230
Seagate 500GB BarraCuda Pro ST500LM034 (SATA3/7200/128M/노트북용),Seagate,HDD (노트북용),6.4cm (2.5형),0.5,SATA3(6Gb/s),7200,128,7,22/24,5,저전력,63700
Western Digital WD 10TB PURPLE WD100PURZ (SATA3/5400/256M),Western,HDD (CCTV용),8.9cm (3.5형),10,SATA3(6Gb/s),5400,256,26.1,20/29,3,저전력 / AllFrame4K / 180TB/year / 64대 카메라 지원,449000
Toshiba 2TB MG04ACA200 Enterprise (SATA3/7200/128M),Toshiba,HDD (기업용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,128,26.1,31/34,5,RV센서 / DSA / MTTF: 140만시간 / RAID / 최대 60베이 / 550TB 워크로드 / 파워 손실 보호(PLP) / 기록방식: PMR(CMR),135000
Seagate 2.4TB Exos 10E2400 ST2400MM0129 (SAS/10K/256M),Seagate,HDD (기업용),6.4cm (2.5형),2.4,SA-SCSI(12Gb/s),10000,256,15,NA,5,eMLC 16GB,647000
Seagate 1TB FireCuda SSHD ST1000DX002 (SATA3/7200/64M),Seagate,SSHD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,64,20,22/24,5,낸드: MLC(8GB),120150
HGST 6TB Ultrastar 7K6000 HUS726060AL5210 (SAS/7200/128M),HGST,HDD (기업용),8.9cm (3.5형),6,SA-SCSI(12Gb/s),7200,128,26.1,NA,5,RV센서 / 저전력 / MTBF 2000000 / RAID 기능 지원,330800
Seagate 6TB IronWolf Pro ST6000NE0021 (SATA3/7200/256M),Seagate,HDD (NAS용),6TB,NA,SATA3(6Gb/s),7200,256,26,NA,5,무게: 최대 780g,337000
Seagate 160GB BarraCuda7200.7 ST3160021A (EIDE/7200/2M),Seagate,HDD (PC용),160GB,NA,NA,7200,NA,26.1,NA,NA,E-IDE / 2MB,43000
HGST 4TB Ultrastar 7K6000 HUS726040ALS210 (SAS/7200/128M),HGST,HDD (기업용),8.9cm (3.5형),4,SA-SCSI(12Gb/s),7200,128,26.1,NA,5,RV센서 / ISE / SED / 저전력 / MTBF 200만시간,217000
Western Digital WD 2TB Red Pro WD2001FFSX (SATA3/64M),Western,HDD (NAS용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,26,NA,5,무게: 700g / 8~16베이 NAS솔루션용 스토리지,169000
Seagate 8TB IronWolf Pro ST8000NE0004 (SATA3/7200/256M),Seagate,HDD (NAS용),8TB,NA,SATA3(6Gb/s),7200,256,26,28/32,5,무게: 최대 650g,426800
Western Digital WD 2TB GREEN WD20EARX (SATA3/5400/64M),Western,HDD (PC용),8.9cm (3.5형),2TB ,SATA3(6Gb/s),5400,64,26.1,NA,NA,저전력,216580
Seagate 6TB IronWolf Pro ST6000NE0023 (SATA3/7200/256M),Seagate,HDD (NAS용),6TB,NA,SATA3(6Gb/s),7200,256,26.11,28/32,5,무게: 최대 705g,339500
Seagate 2TB Video ST2000VM003 (SATA3/5900/64M),Seagate,HDD (CCTV용),8.9cm (3.5형),2,SATA3(6Gb/s),5900,64,26.1,NA,NA,저전력,102000
Seagate 4TB NAS HDD ST4000VN000 (SATA3/5900/64M),Seagate,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),5900,64,26.1,NA,3,610g,158000
Seagate 2TB NAS HDD ST2000VN000 (SATA3/5900/64M),Seagate,HDD (NAS용),8.9cm (3.5형),2,SATA3(6Gb/s),5900,64,26.1,NA,3,535g,108000
Seagate 4TB Desktop HDD.15 ST4000DM000 (SATA3/5900/64M),Seagate,HDD (PC용),8.9cm (3.5형),4,SATA3(6Gb/s),5900,64,26.1,NA,2,610g,191210
HGST 2TB Deskstar 7K3000 HDS723020BLA642 (SATA3/7200/64M),HGST,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,26.1,NA,NA,NA,264790
Toshiba 10TB MN06ACA10T (SATA3/7200/256MB),Toshiba,HDD (NAS용),8.9cm (3.5형),10,SATA3(6Gb/s),7200,256,26.4,34/35,3,RV센서 / DSA / 100만 MTTF / 최대 24베이 지원,430000
Western Digital WD 4TB BLACK WD4003FZEX (SATA3/7200/64M),Western,HDD (PC용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,64,26.1,NA,5,780g,289000
Western Digital WD 3TB PURPLE WD30PURX (SATA3/5400/64M),Western,HDD (CCTV용),8.9cm (3.5형),3,SATA3(6Gb/s),5400,64,26,NA,3,저전력 / 무게: 640g,101000
Toshiba 500GB MQ01ABD050 (SATA2/5400/8M/노트북용),Toshiba,HDD (노트북용),6.4cm (2.5형),0.5,SATA2(3Gb/s),5400,8,9.5,NA,NA,NA,39520
Seagate 500GB BarraCuda 7200.12 ST3500418AS (SATA2/7200/16M),Seagate,HDD (PC용),8.9cm (3.5형),0.5,SATA2(3Gb/s),7200,NA,20,NA,NA,16MB,55000
Western Digital WD 1TB PURPLE WD10PURX (SATA3/5400/64M),Western,HDD (CCTV용),8.9cm (3.5형),1,SATA3(6Gb/s),5400,64,26.1,NA,3,저전력 / 무게: 450g,58870
Western Digital WD 250GB Caviar Blue WD2500AAKX (SATA3/7200/16M/리퍼비시),Western,HDD (PC용),8.9cm (3.5형),0.25,SATA3(6Gb/s),7200,16,NA,NA,NA,NA,25740
Western Digital WD 500GB Scorpio Blue WD5000LPCX (SATA3/5400/16M/노트북용),Western,HDD (노트북용),6.4cm (2.5형),0.5,SATA3(6Gb/s),5400,16,7,NA,NA,NA,46500
Toshiba 6TB MD04ACA600 (SATA3/7200/128M),Toshiba,HDD (PC용),8.9cm (3.5형),6,SATA3(6Gb/s),7200,128,26.1,34/35,2,NA,238700
HGST 4TB Deskstar NAS HDN726040ALE614 (SATA3/7200/128M),HGST,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,NA,2,RV센서 / DSA / S.M.A.R.T 지원 / ISE / SED / 100만 MTBF / TFC / RAID 지원,180760
Seagate 12TB Exos X12 ST12000NM0027 (SAS/7200/256M),Seagate,HDD (기업용),8.9cm (3.5형),12,SA-SCSI(12Gb/s),7200,256,26.1,NA,5,헬륨충전 / ISE / SED,709000
HGST 500GB Travelstar Z5K500.B HTS545050B7E660 (SATA3/5400/16M/노트북용),HGST,HDD (노트북용),6.4cm (2.5형),0.5,SATA3(6Gb/s),5400,16,7,17/22,NA,NA,48200
Seagate 8TB Surveillance HDD ST8000VX0002 (SATA3/7200/256M),Seagate,HDD (PC용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,256,26.1,NA,3,RV센서 / RAID지원 / Quick time-ready환경 / 16개 드라이브 및 32개 카메라지원 / Archive Backup storage 시스템 최적화,325000
Seagate 6TB Archive HDD ST6000AS0002 (SATA3/5900/128M),Seagate,HDD (기업용),8.9cm (3.5형),6,SATA3(6Gb/s),5900,128,26.1,NA,NA,NA,243330
Seagate 8TB NAS HDD ST8000VN0002 (SATA3/7200/256M),Seagate,HDD (NAS용),8TB,NA,SATA3(6Gb/s),7200,256,26.1,NA,3,NA,325000
Seagate 500GB Momentus Thin ST500LT012 (SATA2/5400/16M/노트북용),Seagate,HDD (노트북용),6.4cm (2.5형),0.5,SATA2(3Gb/s),5400,16,7,NA,NA,95g,42790
Seagate 4TB BarraCuda ST4000DM005 (SATA3/5900/64M),Seagate,HDD (PC용),8.9cm (3.5형),4,SATA3(6Gb/s),5900,64,26.1,NA,2,무게: 최대 610g,179270
HGST 8TB Ultrastar He8 HUH728080ALE600(SATA3/7200/128M),HGST,HDD (기업용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,128,26.1,NA,5,헬륨충전 / RV센서 / ISE / 저전력 / MTBF: 2500000시간,495000
Seagate 2TB Surveillance HDD ST2000VX003 (SATA3/5900/64M),Seagate,HDD (CCTV용),8.9cm (3.5형),2,SATA3(6Gb/s),5900,64,26.1,NA,3,RAID지원 / 보안 감시 전용 드라이브 / NVR 시스템의 최적화 / CCTV영상장비 전용 HDD / 최대 32개 카메라 지원 / Write 헤비 워크로드 지원,80000
HGST 2TB Ultrastar 7K3000 HUA723020ALA640 (SATA3/7200/64M/해외구매),HGST,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,NA,NA,NA,NA,81590
HGST 20GB HTC426020G7CE10 (ZIF/4200/2M/노트북용),HGST,HDD (노트북용),4.6cm (1.8형),0.02,NA,4200,2,7,NA,NA,ZIF타입,18990
Seagate 1TB Momentus ST1000LM024 (SATA2/5400/8M/노트북용),Seagate,HDD (노트북용),6.4cm (2.5형),1,SATA2(3Gb/s),5400,8,9.5,NA,NA,107g,127990
Western Digital WD 80GB Scorpio Blue WD800BEVE (EIDE/5400/8M/노트북용),Western,HDD (노트북용),6.4cm (2.5형),0.08,NA,5400,NA,9.5,NA,NA,E-IDE / 8MB,71280
Seagate 10TB Exos X10 ST10000NM0086 (SATA3/7200/256M),Seagate,HDD (기업용),8.9cm (3.5형),10,SATA3(6Gb/s),7200,256,26.1,NA,5,헬륨충전,562000
Seagate 1TB Mobile HDD ST1000LM035 (SATA3/5400/128M/노트북용),Seagate,HDD (노트북용),1TB,NA,SATA3(6Gb/s),5400,128,7,NA,2,NA,62300
Western Digital WD 500GB Caviar Blue WD5000AAKX (SATA3/7200/16M/비품),Western,HDD (PC용),8.9cm (3.5형),0.5,SATA3(6Gb/s),7200,16,NA,NA,NA,NA,34500
Seagate 4TB Constellation ES.3 ST4000NM0023 (SAS/7200/128M),Seagate,HDD (기업용),8.9cm (3.5형),4,SA-SCSI(6Gb/s),7200,128,26.1,NA,5,NA,307800
Seagate 600GB Exos 10E2400 ST600MM0099 (SAS/10K/256M),Seagate,HDD (기업용),6.4cm (2.5형),0.6,SA-SCSI(12Gb/s),10000,256,15,NA,5,eMLC 16GB,234000
Western Digital WD 2TB Caviar Green WD20EARS (SATA2/64M/리퍼비시),Western,HDD (PC용),8.9cm (3.5형),2TB ,SATA2(3Gb/s),5400,64,NA,NA,NA,저전력,68790
Seagate 80GB BarraCuda 7200.7 ST380011A (EIDE/7200/2M),Seagate,HDD (PC용),80GB,NA,NA,7200,NA,26.1,NA,NA,E-IDE / 2MB,43000
Seagate 2TB Enterprise Capacity ST2000NM0045 (SAS/7200/128M),Seagate,HDD (기업용),8.9cm (3.5형),2,SA-SCSI(12Gb/s),7200,128,26.1,NA,5,Non-SED / 포맷(AF): 512N,198000
Seagate 3TB NAS HDD ST3000VN000 (SATA3/5900/64M),Seagate,HDD (NAS용),8.9cm (3.5형),3,SATA3(6Gb/s),5900,64,26.1,NA,3,610g,133000
Western Digital WD 500GB Caviar Blue WD5000AAKS (SATA2/7200/16M),Western,HDD (PC용),8.9cm (3.5형),0.5,SATA2(3Gb/s),7200,NA,25.4,NA,NA,16MB,75000
Seagate 1TB Exos 7E2 ST1000NM0008 (SATA3/7200/128M),Seagate,HDD (기업용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,128,26.1,NA,5,MTBF 200만시간,122000
Toshiba 500GB MK5059GSXP (SATA2/5400/8M/노트북용),Toshiba,HDD (노트북용),6.4cm (2.5형),0.5,SATA2(3Gb/s),5400,8,9.5,NA,NA,NA,79790
Seagate 4TB Exos 7E8 ST4000NM0035 (SATA3/7200/128M),Seagate,HDD (기업용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,NA,5,NA,259000
Western Digital WD 4TB Red Pro WD4001FFSX (SATA3/7200/64M),Western,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,64,26.1,NA,5,8~16베이 NAS솔루션용 스토리지,249000
Seagate 2TB BarraCuda Green ST2000DL003 (SATA3/5900/64M),Seagate,HDD (PC용),8.9cm (3.5형),2TB ,SATA3(6Gb/s),5900,64,26.1,NA,NA,저전력,105000
Seagate 3TB Enterprise NAS HDD + Rescue ST3000VN0011 (SATA3/7200/128M),Seagate,HDD (기업용),8.9cm (3.5형),3,SATA3(6Gb/s),7200,128,26.1,NA,5,RV센서 / DSA / 120만 시간 MTBF / TCA / 3D 모터밸런싱 / DAS 지원 / 서버 스토리지 지원,177000
HGST 500GB Deskstar 7K1000.C HDS721050CLA362 (SATA2/7200/16M/리퍼비시),HGST,HDD (PC용),8.9cm (3.5형),0.5,SATA2(3Gb/s),7200,16,NA,NA,NA,NA,32100
Seagate 1TB Constellation ES.3 ST1000NM0023 (SAS/7200/128M),Seagate,HDD (기업용),8.9cm (3.5형),1,NA,7200,128,26.1,NA,5,SA-SCSI,145000
Western Digital WD 250GB VelociRaptor WD2500HHTZ (SATA3/10K/64M),Western,HDD (기업용),8.9cm (3.5형),0.25,SATA3(6Gb/s),10000,64,25.4,NA,5,NA,195630
Western Digital WD 320GB Caviar Blue WD3200AAKS (SATA2/7200/16M),Western,HDD (PC용),8.9cm (3.5형),0.32,SATA2(3Gb/s),7200,NA,25.4,NA,NA,16MB,55000
Western Digital WD 8TB PURPLE WD80PUZX (SATA3/5400/128M),Western,HDD (CCTV용),8.9cm (3.5형),8,SATA3(6Gb/s),5400,128,26,NA,3,저전력 / 무게: 650g,329000
Seagate 2TB Enterprise NAS HDD + Rescue ST2000VN0011 (SATA3/7200/128M),Seagate,HDD (기업용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,128,26.1,NA,5,RV센서 / DSA / 120만 시간 MTBF / TCA / 3D 모터밸런싱 / DAS 지원 / 서버 스토리지 지원,190000
Seagate 4TB Enterprise NAS HDD + Rescue ST4000VN0011 (SATA3/7200/128M),Seagate,HDD (기업용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,NA,5,RV센서 / DSA / 120만 시간 MTBF / TCA / 3D 모터밸런싱 / DAS 지원 / 서버 스토리지 지원 / RAID 지원,265000
Western Digital WD 6TB Caviar Green WD60EZRX (SATA3/5400/64M/리퍼비시),Western,HDD (PC용),8.9cm (3.5형),6,SATA3(6Gb/s),5400,64,NA,NA,NA,저전력 / HBA카드 미포함,207000
Seagate 300GB Cheetah 15K.6 ST3300657SS (SA-SCSI/15K/16M),Seagate,HDD (기업용),8.9cm (3.5형),0.3,NA,15000,NA,25.4,NA,NA,SA-SCSI / 16MB,250000
Seagate 160GB BarraCuda 7200.10 ST3160215A (EIDE/7200/2M),Seagate,HDD (PC용),8.9cm (3.5형),0.16,NA,7200,NA,20,NA,NA,E-IDE / 2MB / 두께 : 20mm,38270
Western Digital WD 500GB Caviar Blue WD5000AAKX (SATA3/7200/16M/리퍼비시),Western,HDD (PC용),8.9cm (3.5형),0.5,SATA3(6Gb/s),7200,16,NA,NA,NA,NA,32050
Seagate 6TB Enterprise Capacity ST6000NM0024 (SATA3/7200/128M),Seagate,HDD (기업용),8.9cm (3.5형),6,SATA3(6Gb/s),7200,128,26.1,NA,5,RV센서 / ISE / SED / MTBF 140만 / TCA / DVR 및 NVR 시스템 지원 / DAS 지원 / 서버 스토리지 지원 / VMS 솔루션 적합 / 4K 비디오 솔루션 스토리지 지원 / RAID 지원,353000
Western Digital WD 3TB BLACK WD3003FZEX (SATA3/7200/64M),Western,HDD (PC용),8.9cm (3.5형),3,SATA3(6Gb/s),7200,64,26.1,NA,5,780g,362180
Western Digital WD 2TB BLACK WD2002FAEX (SATA3/7200/64M),Western,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,25.4,NA,NA,NA,183214
Western Digital WD 1TB BLACK WD1002FAEX (SATA3/7200/64M),Western,HDD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,64,25.4,NA,NA,NA,144900
Seagate 4TB Surveillance HDD ST4000VX000 (SATA3/5900/64M),Seagate,HDD (CCTV용),8.9cm (3.5형),4,SATA3(6Gb/s),5900,64,26.1,NA,3,RV센서 / RAID지원 / Quick time-ready환경 / 16개 드라이브 및 32개 카메라지원 / DVR NVR 시스템의 최적화 / Video storage Archive Backup storage 시스템 최적화,143000
HGST 4TB Ultrastar 7K4000 HUS724040ALA640 (SATA3/7200/64M),HGST,HDD (기업용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,64,26.1,NA,5,저전력,245000
Western Digital WD 3TB GREEN WD30EZRX (SATA3/5400/64M),Western,HDD (PC용),8.9cm (3.5형),3,SATA3(6Gb/s),5400,64,26.1,NA,NA,저전력 / HBA카드 미포함,144600
Toshiba 20GB MK2006GAL (4200/2M/노트북용),Toshiba,HDD (노트북용),4.6cm (1.8형),0.02,NA,4200,NA,7,NA,NA,기타 / 2MB,30630
Seagate 2TB Exos 7E2 ST2000NM0008 (SATA/7200/128M),Seagate,HDD (기업용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,128,26.1,NA,5,MTBF 200만시간,170000
Seagate 4TB NAS HDD + Rescue ST4000VN003 (SATA3/5900/64M),Seagate,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),5900,64,26.1,NA,3,NA,180000
HGST 3TB Deskstar NAS HDN724030ALE640 (SATA3/7200/64M),HGST,HDD (NAS용),8.9cm (3.5형),3,SATA3(6Gb/s),7200,64,26.1,NA,2,RV센서 / S.M.A.R.T 지원 / 1백만시간 MTBF / TFC / DAS 지원 / 서버 스토리지 지원 / RAID지원,286650
HGST 4TB Deskstar NAS HDN724040ALE640 (SATA3/7200/64M),HGST,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,64,26.1,NA,2,RV센서 / S.M.A.R.T 지원 / 1백만시간 MTBF / TFC / DAS 지원 / 서버 스토리지 지원 / RAID 지원,190000
Seagate 80GB BarraCuda 7200.10 ST380815AS (SATA2/7200/8M/슬림),Seagate,HDD (PC용),8.9cm (3.5형),0.08,SATA2(3Gb/s),7200,NA,20,NA,NA,8MB,61990
Western Digital WD 250GB Caviar SE WD2500JB (EIDE/7200/8M),Western,HDD (PC용),8.9cm (3.5형),0.25,NA,7200,NA,25.4,NA,NA,E-IDE / 8MB,96000
Seagate 4TB Exos 7E8 ST4000NM0025 (SAS/7200/128M),Seagate,HDD (기업용),8.9cm (3.5형),4,SA-SCSI(12Gb/s),7200,128,26.1,NA,5,NA,277000
Toshiba 5TB MG04ACA500 Enterprise (SATA3/7200/128M),Toshiba,HDD (기업용),8.9cm (3.5형),5,SATA3(6Gb/s),7200,128,26.1,31/34,5,RV센서 / DSA / MTTF: 140만시간 / RAID / 최대 60베이 / 550TB 워크로드 / 파워 손실 보호(PLP) / 기록방식: PMR(CMR),299000
Seagate 4TB Constellation ES.3 ST4000NM0033 (SATA3/7200/128M),Seagate,HDD (기업용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,NA,5,NA,265000
Seagate 1TB NAS HDD ST1000VN000 (SATA3/5900/64M),Seagate,HDD (NAS용),8.9cm (3.5형),1,SATA3(6Gb/s),5900,64,20,NA,3,NA,78000
Seagate 8TB Exos 5E8 ST8000AS0003 (SATA3/5400/256M),Seagate,HDD (기업용),8.9cm (3.5형),8,SATA3(6Gb/s),5400,256,26.1,NA,3,SED,329000
Seagate 300GB Enterprise Performance ST300MM0048 (SAS/10K/128M),Seagate,HDD (기업용),6.4cm (2.5형),0.3,SA-SCSI(12Gb/s),10000,128,15,NA,5,Non-SED / 포맷(AF): 512N,181000
Seagate 8TB Enterprise Capacity ST8000NM0075 (SAS/7200/256M),Seagate,HDD (기업용),8.9cm (3.5형),8,SA-SCSI(12Gb/s),7200,256,26.1,NA,5,Non-SED / 포맷(AF): 512E,466000
Seagate 1.2TB Enterprise Performance ST1200MM0088 (SAS/10K/128M),Seagate,HDD (기업용),6.4cm (2.5형),1.2,SA-SCSI(12Gb/s),10000,128,15,NA,NA,Non-SED / 포맷(AF): 512N,380000
Seagate 8TB NAS HDD + Rescue ST8000VN0012 (SATA3/7200/256M),Seagate,HDD (NAS용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,256,26.1,NA,3,NA,345000
